SKU,Comments
PHRH1PBRGD,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and Metal Ceiling Light Shade (LSDM220GS) (2 combos) — not on LEDSone, Vintagelite listing"
PHRH1PWRWH,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRI1PBRBA,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRI1PBRBY,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHRI1PBRCO,"Combined with Copper Vintage Ceiling Rose (CRSF100CO)"
PHRI1PBRFG,"Combined with Vintage Ceiling Rose With Cord Grip (CRSF100FG)"
PHRI1PBRGB,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRI1PBRRO,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRI1PBRYB,"Combined with Yellow Brass Vintage Ceiling Rose (CRSF100YB)"
PHRI1PCRCH,"Combined with Chrome Vintage Ceiling Rose (CRSF100CH) — not on LEDSone, Relicelectrical listing (not in pounds)"
PHRI1PCRSN,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRN1PCRBM,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRN1PCRBT,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRN1PCRGY,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRN1PCRLG,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRN1PCROR,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRN1PCRRE,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRN1PCRWH,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRN1PCRYE,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRN2PCRBM,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRN2PCRGY,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRN2PCRLG,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRN2PCROR,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRN2PCRPI,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRN2PCRRE,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRN2PCRWH,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRN2PCRYE,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRNWP1RBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHRNWP2RBM,"Sold as 2 Pack, combined with Black Vintage Ceiling Rose (CRSF100BM2PK) — not on LEDSone, LEDSone DE listing (not in pounds)"
PHRR1PBRBM,"Not listed on Shopify"
PHRY1PCRBM,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRY1PCRBT,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRY1PCRGY,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRY1PCRLG,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRY1PCROR,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRY1PCRPI,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRY1PCRRE,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRY1PCRWH,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRY1PCRYE,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHRY2PCRBM,"Standalone — no extra item"
PHRY2PCRBT,"Standalone — no extra item"
PHRY2PCRGY,"Standalone — no extra item"
PHRY2PCRLG,"Standalone — no extra item"
PHRY2PCROR,"Standalone — no extra item"
PHRY2PCRPI,"Standalone — no extra item"
PHRY2PCRRE,"Standalone — no extra item"
PHRY2PCRWH,"Standalone — no extra item"
PHRY2PCRYE,"Standalone — no extra item"
PHRYWP1RBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHRYWP2RBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM) — not on LEDSone, LEDSone DE listing (not in pounds)"
PHSF1AGRGB,"Standalone — no extra item"
PHSF1AGTGB,"Standalone — no extra item"
PHSF1BMRBM,"Standalone — no extra item"
PHSF1BMRBY,"Standalone — no extra item"
PHSF1BMRYB,"Standalone — no extra item"
PHSF1BMTBM,"Standalone — no extra item"
PHSF1BMTBY,"Standalone — no extra item"
PHSF1BMTYB,"Standalone — no extra item"
PHSF1BRRCO,"Standalone — no extra item"
PHSF1BRTCO,"Standalone — no extra item"
PHSF1BWRSN,"Standalone — no extra item"
PHSF1BWRWH,"Standalone — no extra item"
PHSF1BWTSN,"Standalone — no extra item"
PHSF1BWTWH,"Standalone — no extra item"
PHSF1GDRFG,"Standalone — no extra item"
PHSF1GDRYB,"Standalone — no extra item"
PHSF1GDTFG,"Standalone — no extra item"
PHSF1GDTYB,"Standalone — no extra item"
PHSF1GYRCH,"Standalone — no extra item"
PHSF1GYRWH,"Standalone — no extra item"
PHSF1GYTCH,"Standalone — no extra item"
PHSF1GYTWH,"Standalone — no extra item"
PHSF1PBR20WH,"Combined with Shiny black mosque shade (LSWE315BY)"
PHSF1PBR40WH,"Combined with Black Beat Style Long Shade (LSBS160BM)"
PHSF1PBRYB,"Standalone — no extra item"
PHSF1PWR20WH,"Combined with Beat style Yellow Lampshade (LSWE315YE)"
PHSF1PWR40WH,"Combined with Wood Cord Grip (CGWDWO)"
PHSF1RORRO,"Standalone — no extra item"
PHSF1ROTRO,"Standalone — no extra item"
PHSF2AGRGB,"Standalone — no extra item"
PHSF2BMRBM,"Standalone — no extra item"
PHSF2BMRBY,"Standalone — no extra item"
PHSF2BMRYB,"Standalone — no extra item"
PHSF2BMTBM,"Standalone — no extra item"
PHSF2BMTBY,"Standalone — no extra item"
PHSF2BMTYB,"Standalone — no extra item"
PHSF2BRRCO,"Standalone — no extra item"
PHSF2BRTCO,"Standalone — no extra item"
PHSF2BWRSN,"Standalone — no extra item"
PHSF2BWRWH,"Standalone — no extra item"
PHSF2BWTSN,"Standalone — no extra item"
PHSF2BWTWH,"Standalone — no extra item"
PHSF2GDRFG,"Standalone — no extra item"
PHSF2GDRYB,"Standalone — no extra item"
PHSF2GDTFG,"Standalone — no extra item"
PHSF2GDTYB,"Standalone — no extra item"
PHSF2GYRCH,"Standalone — no extra item"
PHSF2GYRWH,"Standalone — no extra item"
PHSF2GYTCH,"Standalone — no extra item"
PHSF2GYTWH,"Standalone — no extra item"
PHSF2RORRO,"Standalone — no extra item"
PHSF2ROTRO,"Standalone — no extra item"
PHSG1120PBRYB,"Not listed on Shopify"
PHSG1PBRCCO,"Not listed on Shopify"
PHSG1PBRCO,"Standalone — no extra item"
PHSG1PBRYB,"Standalone — no extra item"
PHSG2PBRCO,"Standalone — no extra item"
PHSG2PBRYB,"Standalone — no extra item"
PHSH1FBRBM,"Not listed on Shopify"
PHSH1HETYB,"Standalone — no extra item"
PHSH1PBRBB,"Combined with Brushed Brass Vintage Ceiling Rose (CRSF100BB)"
PHSH1PBRBC,"Combined with Brushed Copper Vintage Ceiling Rose (CRSF100BC)"
PHSH1PBRBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHSH1PBRBS,"Combined with Brushed Silver Vintage Ceiling Rose (CRSF100BS)"
PHSH1PBRCO,"Combined with Copper Front fitting Ceiling Rose (CRFF100CO) and Copper flower shape wire cage (WCFWROCO) (24 combos)"
PHSH1PBRFG,"Combined with Vintage Ceiling Rose With Cord Grip (CRSF100FG) and Metal Ceiling Light French Gold Shade (LSDM220FG) (5 combos)"
PHSH1PBRRO,"Combined with Rose Gold Vintage Ceiling Rose (CRSF100RO) — not on LEDSone, Relicelectrical listing (not in pounds)"
PHSH1PBRRR,"Combined with Rustic Red Vintage Ceiling Rose (CRSF100RR)"
PHSH1PBRYB,"Standalone — no extra item"
PHSH1PCRCH,"Combined with Chrome Single Point Easy Fit Ceiling Rose (CRSF108CH) and Chrome Industrial Metal Lampshade (WCBNCH) (22 combos)"
PHSH1PWRWH,"Combined with White Vintage Ceiling Rose (CRSF100WH) and Nest Shape White Easy Fit Shade (WCNCWH) (15 combos)"
PHSH2BMTBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM), Retro Industrial Ceiling Hook (SPUPBM) and G80 E27 4W Edison LED filament Globe (LDMG80E274)"
PHSH2BMTYB,"Combined with Black Vintage Ceiling Rose (CRSF100BM), Retro Industrial Ceiling Hook (SPUPBM) and G80 E27 4W Edison LED filament Globe (LDMG80E274) — not on LEDSone, Dcvoltage listing"
PHSH2PBRBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM), Metal Lamp Shade Cap Black (SCRN70BM) and Easy Fit Black Gold Lampshade (LSTF40BM)"
PHSH2PBRCO,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and Black Ceiling Cable Mount Hook (SPSDP2BM) (6 combos)"
PHSH2PBRYB,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHSHF1PBRCO,"Standalone — no extra item"
PHSHF1PBRYB,"Standalone — no extra item"
PHSHF2PBRCO,"Not listed on Shopify"
PHSHF2PBRYB,"Standalone — no extra item"
PHSP1AGRGB,"Combined with Green Brass Ceiling Rose 108mm Vintage (CRFF108GB)"
PHSP1BRRCO,"Combined with Copper Vintage Ceiling Rose (CRSF100CO)"
PHSP1BRTCO,"Combined with Copper Ceiling Rose 108mm Vintage (CRFF108CO)"
PHSQ1.5PBRYB,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and Easy Fit Curvy Metal Lampshade (LSCY290BB) (15 combos)"
PHSQ1BRRCO,"Combined with Copper Vintage Ceiling Rose (CRSF100CO)"
PHSQ1PBRBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and Black Metal Shade (LSUL220BM-CA) (3 combos) — not on LEDSone, Relicelectrical listing (not in pounds)"
PHSQ1PBRYB,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and Ceiling Pendant Light Shade Blue (LSFT220BL) (97 combos)"
PHSW1PBRBM,"Combined with 1 Outlet Black Easy Fit Ceiling Rose (CRSF120BM)"
PHSW2HETBM,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHTC1PBRBM,"Standalone — no extra item"
PHTC1PCRCH,"Standalone — no extra item"
PHTC1PGRGD,"Standalone — no extra item"
PHTD1AGTGB,"Not listed on Shopify"
PHTT1PBR105BM,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and Ceiling Rose E27 Hemp metal Wire cage (WCDRBM) (4 combos)"
PHTT1PBR15BM,"Not listed on Shopify"
PHTT1PBR1BM,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHTT1PBR30BM,"Not listed on Shopify"
PHTT1PBR3BC,"Combined with 3 Wheel Industrial Pendant Lamp (LSWT300BC)"
PHTT1PBR3BM,"Combined with 3 Wheel Black Pendant Lamp (LSWT300BM)"
PHTT1PBR3BS,"Combined with 3 Wheel Brushed Silver Pendant Lamp (LSWT300BS)"
PHTT1PBR3RR,"Combined with 3 Wheel Rustic Red Pendant Lamp (LSWT300RR)"
PHTT1PBR40BM,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and 1cm Long basket cage (WCLBHE)"
PHTT1PBR5BM,"Sold as 2 Pack, combined with 50cm Length Ceiling Rose (CRFF4002BM)"
PHTT1PBRBC,"Combined with 6 Outlet Black Easy Fit Ceiling Rose (CRSF1206BM) and 3 Wheel Industrial Pendant Lamp (LSWT300BC2PK)"
PHTT1PBRBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and 1cm rattan barrel Cage (WCRTBR) (27 combos)"
PHTT1PBRBS,"Combined with 6 Outlet Black Easy Fit Ceiling Rose (CRSF1206BM) and 3 Wheel Brushed Silver Pendant Lamp (LSWT300BS2PK)"
PHTT1PBRCO,"Combined with Copper Vintage Ceiling Rose (CRSF100CO)"
PHTT1PBRRR,"Combined with 6 Outlet Black Easy Fit Ceiling Rose (CRSF1206BM) and 3 Wheel Rustic Red Pendant Lamp (LSWT300RR2PK)"
PHTT1PBRWH,"Not listed on Shopify"
PHTT1PCR10CH,"Combined with White Vintage Ceiling Rose (CRSF100WH) and 200mm White crystal lamp shade (LSCYRO200WH) (2 combos)"
PHTT1PCRCH,"Combined with Chrome Vintage Ceiling Rose (CRSF100CH)"
PHTT1PGRGB,"Combined with Green Brass Vintage Ceiling Rose (CRSF100GB)"
PHTT1PGRYB,"Combined with 1 Way Yellow Brass Easy Fit Ceiling Rose (CRSF120YB)"
PHTT1PWCBL,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHTT1PWCGR,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHTT1PWCRE,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHTT1PWCYE,"Not listed on Shopify"
PHTT1PWR105BL,"Combined with White Vintage Ceiling Rose (CRSF100WH) and Retro Blue Geometric Wire Cage (WCGSBL) (3 combos)"
PHTT1PWR105GG,"Combined with White Vintage Ceiling Rose (CRSF100WH) and Retro Gold Geometric Wire Cage (WCGSGD) (2 combos)"
PHTT1PWR105GR,"Combined with White Metal Ceiling Rose Square 500mm (CRFF500WH) and Retro Green Geometric Wire Cage (WCGSGR3PK)"
PHTT1PWR105RE,"Combined with Multi-outlet ceiling rose 3-way White (CRSF2003WH) and Retro Red Geometric Wire Cage (WCGSRE3PK) (2 combos)"
PHTT1PWR105WH,"Combined with White Vintage Ceiling Rose (CRSF100WH) and Retro Blue Geometric Wire Cage (WCGSBL) (17 combos)"
PHTT1PWR105YE,"Not listed on Shopify"
PHTT1PWR10WH,"Not listed on Shopify"
PHTT1PWR1WH,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHTT1PWR5WH,"Not listed on Shopify"
PHTT1PWRBL,"Combined with Blue Vintage Ceiling Rose (CRSF100BL)"
PHTT1PWRGG,"Combined with Glitter Gold Ceiling Rose (CRSF100GG)"
PHTT1PWRGR,"Combined with Green Vintage Ceiling Rose (CRSF100GR)"
PHTT1PWRGY,"Combined with Grey Vintage Ceiling Rose (CRSF100GY)"
PHTT1PWROR,"Combined with Orange Vintage Ceiling Rose (CRSF100OR)"
PHTT1PWRWH,"Combined with White Vintage Ceiling Rose (CRSF100WH) and Industrial Metal Ceiling Green Shade (LSWE315GR) — not on LEDSone, Vintagelite listing"
PHTT1PWRYE,"Combined with Vintage Ceiling Rose With Cord Grip (CRSF125BM) and Table lamp White wood (TPWDWO) (3 combos)"
PHTT1RORRO,"Combined with Rose Gold Vintage Ceiling Rose (CRSF100RO)"
PHTT2PBR10BM,"Combined with Black Vintage Ceiling Rose (CRSF100BM), Retro Industrial Ceiling Hook (SPUPBM) and Bird Cage Black Easy Fit Shade (WCBCBM) (2 combos) — not on LEDSone, Vintagelite listing"
PHTT2PBR5BM,"Combined with 1 Outlet Black Easy Fit Ceiling Rose (CRSF120BM), Retro Industrial Ceiling Hook (SPUPBM) and 1cm Hole Black Metal Lampshade (WCMVBM) — not on LEDSone, LEDSone DE listing (not in pounds)"
PHTT2PBRBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM), Retro Industrial Ceiling Hook (SPUPBM) and Black 10mm Easy Fit Metal Wire Cage (WCDC10BM-IDE) (2 combos) — not on LEDSone, LEDSone DE listing (not in pounds)"
PHUH0.5HETBM,"Standalone — no extra item"
PHUH1HETBM,"Standalone — no extra item"
PHUH2HE3TBM,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
PHUH2HETBM,"Standalone — no extra item"
PHUM1PCRCH,"Combined with White Vintage Ceiling Rose (CRSF100WH) and Long White cage (WCCLWH) (81 combos)"
PHUP1PBRBM,"Standalone — no extra item"
PHUP1PBRCO,"Standalone — no extra item"
PHUP1PBRGB,"Standalone — no extra item"
PHUP1PBRYB,"Combined with Yellow Brass Vintage Ceiling Rose (CRSF100YB)"
PHUP1PCRCH,"Standalone — no extra item"
PHUP1PCRSN,"Combined with Satin Nickel Vintage Ceiling Rose (CRSF100SN)"
PHUP1PWRWH,"Standalone — no extra item"
PHWL1PBRBB,"Combined with E27 ST64 Dimmable LED Bulb 4W (LDMST64E274)"
PHWL1PBRBC,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
PHWL1PBRBM,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
PHWL1PBRBS,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
PHWL1PBRRR,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
PHXSH1PBRBM,"Not listed on Shopify"
PHXSH1PBRWH,"Not listed on Shopify"
WS2HTBMYB,"Not listed on Shopify"
WS2LH90BM,"Not listed on Shopify"
WS2LH90CH,"Not listed on Shopify"
WS2LH90RO,"Not listed on Shopify"
WS2LH90SN,"Not listed on Shopify"
WS2LH90WH,"Not listed on Shopify"
WS2LH90YB,"Not listed on Shopify"
WS2LHBG,"Not listed on Shopify"
WS2LHCH,"Combined with Chrome Vintage Ceiling Rose (CRSF100CH)"
WS2LHCO,"Not listed on Shopify"
WS2LHRO,"Combined with Rose Gold Vintage Ceiling Rose (CRSF100RO)"
WS2LHSN,"Combined with Satin Nickel Vintage Ceiling Rose (CRSF100SN)"
WS2LHWH,"Not listed on Shopify"
WS2LHYB,"Combined with Yellow Brass Vintage Ceiling Rose (CRSF100YB)"
WSACY195BG,"Not listed on Shopify"
WSADFTBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM) — not on LEDSone, LEDSone DE listing (not in pounds)"
WSADFTWH,"Combined with White Vintage Ceiling Rose (CRSF100WH) — not on LEDSone, LEDSone DE listing (not in pounds)"
WSADHTBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
WSADHTWH,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
WSAFT200BG,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
WSAHQS150BG,"Not listed on Shopify"
WSAT105BM,"Standalone — no extra item"
WSAT105CH,"Standalone — no extra item"
WSAT105CO,"Standalone — no extra item"
WSAT105RO,"Standalone — no extra item"
WSAT105SN,"Standalone — no extra item"
WSBA145BM,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and Easy Fit Brushed Copper Lampshade (LSTF40BC) (3 combos)"
WSBWBC,"Standalone — no extra item"
WSBWBM,"Standalone — no extra item"
WSBWBS,"Standalone — no extra item"
WSBWRR,"Standalone — no extra item"
WSCH135BM,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and Dome Black Gold Inner 21cm Lampshade (LSDO210BG) (285 combos)"
WSCH135BT,"Combined with Blue Vintage Ceiling Rose (CRSF100BL) and Dome Blue 21cm Lampshade (LSDO210BL) (4 combos)"
WSCH135BU,"Combined with Burgundy Vintage Ceiling Rose (CRSF100BU) and Easy Fit E27 15cm Light Shade (LSHQ150BU) (6 combos)"
WSCH135GR,"Combined with Green Vintage Ceiling Rose (CRSF100GR) and Easy Fit E27 15cm Light Shade (LSHQ150GR) (7 combos)"
WSCH135GY,"Combined with Grey Vintage Ceiling Rose (CRSF100GY) and Dome Grey 21cm Lampshade (LSDO210GY) (2 combos)"
WSCH135NB,"Combined with Navy Blue Vintage Ceiling Rose (CRSF100NB) and Cone shade Navy blue (LSFT220NB) (4 combos)"
WSCH135OR,"Combined with Orange Vintage Ceiling Rose (CRSF100OR) and Easy Fit E27 15cm Light Shade (LSHQ150OR) (7 combos)"
WSCH135PI,"Combined with Vintage Ceiling Rose With Cord Grip (CRSF100PI) and Easy Fit E27 15cm Light Shade (LSHQ150PI) (3 combos)"
WSCH135RE,"Combined with Red Vintage Ceiling Rose (CRSF100RE) and Easy Fit E27 15cm Light Shade (LSHQ150RE) (7 combos)"
WSCH135WH,"Combined with White Vintage Ceiling Rose (CRSF100WH) and Easy Fit E27 15cm Light Shade (LSHQ150WH) (7 combos)"
WSCH135YE,"Combined with Yellow Vintage Ceiling Rose (CRSF100YE) and Dome Yellow 21cm Lampshade (LSDO210YE) (8 combos)"
WSCH155YB,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and LSHH240BB (20 combos)"
WSCN295BM,"Not listed on Shopify"
WSCN295WH,"Not listed on Shopify"
WSCYMUBG,"Combined with Multi-outlet ceiling rose 3-way Black (CRSF2003BM) and 125mm Tea Brown Waveball glass shade (LSGLWB125TN3PK)"
WSCYMUBM,"Not listed on Shopify"
WSDM240BC,"Standalone — no extra item"
WSDM240BM,"Standalone — no extra item"
WSDM240RR,"Sold as 2 Pack, combined with Industrial Retro barrel lampshade (WCB1RR2PK)"
WSFH120BBM,"Not listed on Shopify"
WSFH120BYB,"Not listed on Shopify"
WSFS120BBM,"Not listed on Shopify"
WSFS120BYB,"Not listed on Shopify"
WSFS1BMBM,"Standalone — no extra item"
WSFS1BMYB,"Combined with Dome Green 21cm Lampshade (LSDO210GR)"
WSFS1YBYB,"Standalone — no extra item"
WSFSBA,"Standalone — no extra item"
WSFSCH,"Standalone — no extra item"
WSFSCO,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
WSFSFG,"Standalone — no extra item"
WSFSGB,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
WSFSRO,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
WSFSS120BBM,"Standalone — no extra item — not on LEDSone, LEDSone US listing (not in pounds)"
WSFSS120BYB,"Standalone — no extra item — not on LEDSone, LEDSone US listing (not in pounds)"
WSFSS120YYB,"Standalone — no extra item — not on LEDSone, LEDSone US listing (not in pounds)"
WSFSSN,"Standalone — no extra item"
WSFSWH,"Standalone — no extra item"
WSFTWH,"Standalone — no extra item"
WSHC100BM,"Standalone — no extra item"
WSHC100TBM,"Standalone — no extra item"
WSHC50BM,"Standalone — no extra item"
WSHFBC,"Standalone — no extra item"
WSHFBM,"Standalone — no extra item"
WSHFBS,"Standalone — no extra item"
WSHLBM,"Standalone — no extra item"
WSHR135BM,"Combined with Black Front fitting Ceiling Rose (CRFF100BM) and Black Industrial Metal Lampshade (WCBNBM) (147 combos)"
WSIW70CH,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
WSIW70FG,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
WSIW70RO,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
WSIW70SN,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
WSIWCRBC,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
WSIWCRBL,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
WSIWCRBM,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
WSIWCRBS,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
WSIWCRGR,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
WSIWCRPI,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
